source_hgnc;interaction_directed_signed;target_hgnc;database;ref;no_ref;source_uniprot;target_uniprot
TNFRSF1A;ACTIVATE;TRADD;"HPRD;Laudanna_sigflow;KEGG;DIP;SignaLink3;CancerCellMap;BioGRID;DeathDomain;DOMINO;InnateDB;Laudanna_effects;SPIKE;IntAct;Signor;Wang;MPPI;Macrophage";"8565075;7758105;21232017;10795740;7758105;9430227;15725726;7758105;16919273;8875942;8943045;10187805;8565075;10795740;9915703;21741934;12786973;7758105;16611992;10463949;12721308;10358032;16006552;11002422;12167698;8642271;8612133;9082980;16798936;18939944;9916731;21760970;8621670;11231290;11502070;7758105;8565075;8621670;22297296;18776134;8612133;9082980;24758719;9915703;24130170;21724995;7758105;11821416;18939944;10187805;11035039;16611992;8943045;15310755;8565075;8791485;7758105;10634209;8943045;12887920;9916731;9129204;23955153;19641494;10795740;15173123;15115707;12721308;15357952;15310755;15465831;7758105;8565075;11684708;8621670;8612133;11934887;7758105;8565075;8621670";80;P19438;Q15628
RIPK1;ACTIVATE;TRADD;"Laudanna_effects;HPRD;Laudanna_sigflow;PhosphoPoint;IntAct;DIP;SignaLink3;BioGRID;Wang;DOMINO;InnateDB";"12441346;8612133;16603398;18545270;8612133;24735611;21724995;8612133;16603398;8612133;16603398;8612133;8612133";13;Q13546;Q15628
TRADD;ACTIVATE;RIPK1;"Laudanna_effects;HPRD;Laudanna_sigflow;ACSN;SPIKE;PhosphoPoint;IntAct;DIP;SignaLink3;Signor;BioGRID;Wang;DOMINO;InnateDB";"8612133;12441346;8612133;16603398;18545270;8612133;18545270;8612133;24735611;21724995;8612133;16603398;8612133;16603398;8612133;8612133";16;Q15628;Q13546
TRADD;ACTIVATE;TRAF1;"Laudanna_effects;HPRD;Laudanna_sigflow;IntAct;Signor;CancerCellMap;BioGRID;Wang;InnateDB";"10629108;19287455;8565075;8565075;18439848;8565075;8565075";7;Q15628;Q13077
TRADD;ACTIVATE;TRAF5;Signor;19632174;1;Q15628;O00463
TNFRSF25;ACTIVATE;TRADD;"Laudanna_effects;Signor;Laudanna_sigflow;BioGRID;HPRD;DeathDomain";"9430227;8934525;9714541;8875942;14585074;21421854;8934525;8934525";8;Q93038;Q15628
TNFRSF21;ACTIVATE;TRADD;"HPRD;DeathDomain;Signor;IntAct";"9714541;14585074;24374337;9714541";4;O75509;Q15628
KRT14;INHIBIT;TRADD;"HPRD;Signor;IntAct";"11684708;11684708;11684708";3;P02533;Q15628
NCOA1;ACTIVATE;HIST1H3A;SPIKE;18022353;1;Q15788;P68431
MAPK3;ACTIVATE;NCOA1;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;phosphoELM";"12163482;12163482;21550420;10660621;12163482";5;P27361;Q15788
NCOA1;ACTIVATE;MAPK3;"Wang;Laudanna_effects;Laudanna_sigflow";NA;0;Q15788;P27361
NCOA1;ACTIVATE;STAT5B;Signor;12954634;1;Q15788;P51692
NCOA1;ACTIVATE;NR1H3;"Wang;Laudanna_effects;Laudanna_sigflow;IntAct";20682316;1;Q15788;Q13133
APOA5;ACTIVATE;LPL;"Signor;IntAct";"21773006;15178420";2;Q6Q788;P06858
ANGPTL4;INHIBIT;LPL;"Laudanna_effects;Laudanna_sigflow;Wang;IntAct;LMPID";"19246456;19318355";2;Q9BY76;P06858
GPIHBP1;INHIBIT;LPL;"Wang;Laudanna_effects;Laudanna_sigflow;IntAct";20124439;1;Q8IV16;P06858
APOC2;ACTIVATE;LPL;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";"11579204;10727238";2;P02655;P06858
LPL;ACTIVATE;APOC2;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";"11579204;10727238";2;P06858;P02655
LPL;ACTIVATE;CETP;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";9374130;1;P06858;P11597
FANCB;ACTIVATE;FANCA;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";"17289582;22343915;20347428;17396147;22705371";5;Q8NB91;O15360
FANCA;ACTIVATE;FAAP100;"Wang;ACSN;BioGRID;IntAct";"17396147;20347428;22343915;22705371;17396147";5;O15360;Q0VG06
IHH;ACTIVATE;HHIP;"Laudanna_effects;HPRD;Laudanna_sigflow;CancerCellMap;Wang";"10050855;11435703;10050855;11435703";4;Q14623;Q96QV1
DHH;ACTIVATE;HHIP;"Laudanna_effects;HPRD;Laudanna_sigflow;CancerCellMap;Wang;DIP";"10050855;11435703;19561611;10050855;11435703";5;O43323;Q96QV1
UBE2I;ACTIVATE;UIMC1;"Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;SPIKE;IntAct";"19549727;17698038;17698038;19549727";4;P63279;Q96RL1
KCNE4;INHIBIT;KCNQ1;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";12670483;1;Q8WWG9;P51787
PDK1;ACTIVATE;CHUK;"Laudanna_effects;Laudanna_sigflow;MIMP;Wang;KEGG";NA;0;Q15118;O15111
CHUK;ACTIVATE;MYC;"Laudanna_effects;Wang;Laudanna_sigflow;ACSN;PhosphoPoint;IntAct";21575199;1;O15111;P01106
TNFRSF1B;ACTIVATE;CHUK;"Laudanna_effects;Laudanna_sigflow";NA;0;P20333;O15111
CARD11;ACTIVATE;CHUK;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";"16356855;18625728";2;Q9BXL7;O15111
CHUK;ACTIVATE;CREBBP;"Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;PhosphoSite;HPRD;ACSN;PhosphoSite_noref;SPIKE;dbPTM;PhosphoPoint;SignaLink3;Signor;CancerCellMap;BioGRID;MIMP;Wang;InnateDB";"12789342;14597638;17434128;12789342;17434128;17434128;17434128;14597638;12789342;14597638;12789342";11;O15111;Q92793
CASP8;ACTIVATE;CHUK;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;InnateDB";"11002417;11002417";2;Q14790;O15111
TNFRSF1A;ACTIVATE;CHUK;"Laudanna_effects;HPRD;Laudanna_sigflow;PhosphoPoint;SignaLink3;BioGRID;Wang;InnateDB";"23815148;18949366;21724995;10795740;10755617;23815148;24323043;10755617";8;P19438;O15111
RIPK1;ACTIVATE;CHUK;"Laudanna_effects;Laudanna_sigflow;Wang;KEGG;InnateDB";"18949366;24323043";2;Q13546;O15111
CHUK;ACTIVATE;H3F3A;"Signor;InnateDB";"12588998;17643371";2;O15111;P84243
MAP3K11;INHIBIT;CHUK;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint;InnateDB";"10713178;10713178";2;Q16584;O15111
CHUK;ACTIVATE;NFKBIE;"Laudanna_effects;Laudanna_sigflow;Wang;PhosphoPoint;IntAct";14743216;1;O15111;O00221
CHUK;ACTIVATE;TAX1BP1;"SignaLink3;PhosphoSite;Signor;PhosphoSite_dir;BioGRID;MIMP;PhosphoSite_noref;dbPTM;IntAct";"21765415;21765415;21765415;21765415;21765415";5;O15111;Q86VP1
ERC1;ACTIVATE;CHUK;"Macrophage;Signor;BioGRID";"16497931;15218526;17072322;16970925;15371334;15218148;15218148";7;Q8IUD2;O15111
CHUK;INHIBIT;FOXA2;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;PhosphoSite_noref";"22196886;22196886";2;O15111;Q9Y261
UBE2T;ACTIVATE;FANCI;"Laudanna_effects;Wang;Laudanna_sigflow;ACSN;SPIKE";17768402;1;Q9NPD8;Q9NVI1
WDR48;ACTIVATE;FANCI;"Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;ACSN";21896657;1;Q8TAF3;Q9NVI1
SEC63;ACTIVATE;HSPA5;"Wang;Laudanna_effects;Laudanna_sigflow;CA1";10400622;1;Q9UGP8;P11021
CBLB;ACTIVATE;NCK1;"HPRD;Signor;IntAct";"16503409;25218436;16503409";3;Q13191;P16333
EPHB1;ACTIVATE;NCK1;"SignaLink3;Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;PhosphoPoint;IntAct";"9430661;9430661;9430661;9430661";4;P54762;P16333
NCK1;ACTIVATE;MAP4K4;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang";"9135144;9135144;10805734";3;P16333;O95819
NCK1;ACTIVATE;PAK3;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;InnateDB";"11278553;11278553";2;P16333;O75914
NCK1;ACTIVATE;WAS;"Laudanna_effects;HPRD;Laudanna_sigflow;KEGG;IntAct;DIP;SignaLink3;BioGRID;Wang;DOMINO;InnateDB";"7565724;7565724;10747096;12135674;7565724;24287595;7565724;7565724;7565724;7565724;11340081";11;P16333;P42768
NCK1;INHIBIT;DCC;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";12149262;1;P16333;P43146
ABL2;ACTIVATE;CEBPB;"PhosphoSite;Signor;MIMP";19563810;1;P42684;P17676
PDK1;INHIBIT;PDHA1;"PhosphoSite;HPRD-phos;ACSN;PhosphoPoint;KEGG;phosphoELM;IntAct;Signor;MIMP;HPRD";"11486000;16436377;18767875;19415658;20058876;20068231;20166139;11486000;18088087;18212344;12676647;18691976;15302935;11485553;7782287;11486000;11485553;12676647";18;Q15118;P08559
PDK1;INHIBIT;PDHA2;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;ACSN;PhosphoSite_noref";16436377;1;Q15118;P29803
PDK1;ACTIVATE;SGK3;"Laudanna_effects;Laudanna_sigflow;MIMP;Wang;IntAct";16888620;1;Q15118;Q96BR1
PALB2;ACTIVATE;BRCA2;"Signor;BioGRID;HPRD;SPIKE;IntAct";"15115758;17488615;17200668;16793542;22293751;16793542;19609323;19369211;17200672;19553677;19268590;23038782;26649820;19584259;23585894;22193777;20332121;22293751;24485656;19609323;24141787;16793542";22;Q86YC2;P51587
PTPRB;INHIBIT;GHR;"Signor;DOMINO;IntAct";"12907755;12907755;19167335;12907755";4;P23467;P10912
GH1;ACTIVATE;GHR;"Laudanna_effects;Laudanna_sigflow;KEGG;IntAct;DIP;SignaLink3;Signor;BioGRID;Wang;InnateDB";"21889455;1935820;7862673;24280222;17500058;7862673;9571026;21889455;8943276;9353194";10;P01241;P10912
SOCS2;INHIBIT;GHR;"Laudanna_effects;HPRD;Laudanna_sigflow;IntAct;SignaLink3;BioGRID;Wang;InnateDB";"12135564;21980433;12135564;25505247;10585430;12135564;16675548;10585430";8;O14508;P10912
CISH;INHIBIT;GHR;"SignaLink3;Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;InnateDB";"10585430;10585430;25505247;10585430;12586763";5;Q9NSE2;P10912
DUSP7;INHIBIT;GHR;"Signor;DOMINO;IntAct";"12907755;12907755;12907755";3;Q16829;P10912
PTPN9;INHIBIT;GHR;"Signor;BioGRID;DOMINO;IntAct";"12907755;12907755;12907755;12907755";4;P43378;P10912
GH2;ACTIVATE;GHR;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;KEGG";1955498;1;P01242;P10912
CCR5;ACTIVATE;GNAI1;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;KEGG";15251452;1;P51681;P63096
CCL3;ACTIVATE;CCR5;"Laudanna_effects;HPRD;Laudanna_sigflow;DIP;Wang;InnateDB;Guide2Pharma";"9790730;16298345;11170631;9169459;9468473;9334377;10477718;23765404;10477718;11700073;10477718";11;P10147;P51681
CCL11;ACTIVATE;CCR5;"Laudanna_effects;HPRD;Laudanna_sigflow;DIP;Wang;InnateDB;Guide2Pharma";"10477718;10477718;10477718;11264152;10477718";5;P51671;P51681
GRK5;ACTIVATE;CCR5;"Wang;Laudanna_effects;Laudanna_sigflow;MIMP";NA;0;P34947;P51681
GRK2;ACTIVATE;CCR5;"Laudanna_effects;PhosphoPoint;Laudanna_sigflow;HPRD;MIMP;Wang;dbPTM";"10085131;10085131";2;P25098;P51681
CCL26;ACTIVATE;CCR5;"SignaLink3;Laudanna_effects;Laudanna_sigflow;Wang;InnateDB";"15039444;15039444";2;Q9Y258;P51681
CCL13;ACTIVATE;CCR5;"Laudanna_effects;HPRD;Laudanna_sigflow;DIP;Wang;InnateDB;Guide2Pharma";"9790730;10477718;10477718;10477718";4;Q99616;P51681
CCL16;ACTIVATE;CCR5;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;InnateDB";"11470772;11470772";2;O15467;P51681
CCL7;ACTIVATE;CCR5;"Laudanna_effects;HPRD;Laudanna_sigflow;DIP;Wang;InnateDB;Guide2Pharma";"16298345;10477718;10477718;10477718";4;P80098;P51681
CCL14;ACTIVATE;CCR5;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;Guide2Pharma";"16298345;11085751";2;Q16627;P51681
GRK6;ACTIVATE;CCR5;"Wang;Laudanna_effects;Laudanna_sigflow;MIMP";NA;0;P43250;P51681
GRK4;ACTIVATE;CCR5;"Wang;Laudanna_effects;Laudanna_sigflow;MIMP";NA;0;P32298;P51681
GRK3;ACTIVATE;CCR5;"Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;PhosphoSite;HPRD;PhosphoSite_noref;PhosphoPoint;phosphoELM;Signor;MIMP;Wang";"12065593;21148810;11782464;10085131;25923671;12403770;18753410;10085131;12403770;10085131";10;P35626;P51681
GRK1;ACTIVATE;CCR5;"Wang;Laudanna_effects;Laudanna_sigflow;MIMP";NA;0;Q15835;P51681
UVRAG;ACTIVATE;SH3GLB1;"SPIKE;DOMINO;IntAct;InnateDB";"21068542;17891140;18032918;17891140;17891140;17891140";6;Q9P2Y5;Q9Y371
SH3GLB1;ACTIVATE;UVRAG;"SPIKE;KEGG;DOMINO;IntAct;InnateDB";"21068542;17891140;18032918;17891140;17891140;17891140";6;Q9Y371;Q9P2Y5
KAT5;ACTIVATE;MYC;"HPRD;SPIKE;BioGRID";"19150978;18003922;20946988;12776177;15572685;12776177";6;Q92993;P01106
CREBBP;INHIBIT;MYC;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;ACSN";"12776737;16878156;12776737";3;Q92793;P01106
MAPK3;ACTIVATE;MYC;"SignaLink3;Laudanna_effects;PhosphoSite;Laudanna_sigflow;HPRD;Wang;PhosphoPoint;InnateDB";"15210690;9155018;18463697;15210690;9155018";5;P27361;P01106
MYC;ACTIVATE;RIOX2;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;SPIKE";"12091391;17093053;12091391";3;P01106;Q8IUF8
MYC;INHIBIT;PIAS2;"Wang;Laudanna_effects;Laudanna_sigflow;IntAct";17418410;1;P01106;O75928
PPP2CB;INHIBIT;MYC;"ACSN;DEPOD;Signor";"16987807;15048125";2;P62714;P01106
MYC;ACTIVATE;UBTF;"Wang;Laudanna_effects;Laudanna_sigflow;IntAct";20195357;1;P01106;P17480
PARP10;INHIBIT;MYC;"Wang;HPRD;BioGRID";"15674325;22992334;15674325";3;Q53GL7;P01106
MYC;ACTIVATE;KIAA1524;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;IntAct";"17632056;17632056;19470954;17632056";4;P01106;Q8TCG1
MAPK3;ACTIVATE;CEBPB;"PhosphoSite;Laudanna_effects;Laudanna_sigflow;HPRD;SPIKE;PhosphoPoint;phosphoELM;Signor;MIMP;Wang;PhosphoNetworks";"19443782;19327116;12213825;15878863";4;P27361;P17676
CEBPB;ACTIVATE;CCL3;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";9885903;1;P17676;P10147
TNFRSF1B;ACTIVATE;TRAF1;"SignaLink3;Signor;CancerCellMap;BioGRID;HPRD;IntAct;InnateDB";"8069916;8069916;9168896;18429822;8069916;8548810;7859281;9162022;8548810;9168896;18429822;8069916;8069916";13;P20333;Q13077
TRAF1;INHIBIT;TNFRSF1B;"Laudanna_effects;HPRD;Laudanna_sigflow;IntAct;CancerCellMap;BioGRID;Wang;InnateDB";"9168896;18429822;8069916;8548810;7859281;9162022;8548810;9168896;18429822;8069916;8069916";11;Q13077;P20333
RUNX1;INHIBIT;CCND3;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";16287839;1;Q01196;P30281
TLE1;INHIBIT;RUNX1;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang";"9751710;9751710";2;Q04724;Q01196
PAX6;ACTIVATE;SFRP2;SPIKE;"11069887;20027618";2;P26367;Q96HF1
PAX6;ACTIVATE;SFRP1;SPIKE;20027618;1;P26367;Q8N474
PAX6;ACTIVATE;FOXE3;SPIKE;11980846;1;P26367;Q13461
MELK;ACTIVATE;CDC25B;"PhosphoSite;PhosphoPoint;Signor;PhosphoSite_dir;BioGRID;MIMP;HPRD;dbPTM";"15908796;26140595;12400006;21558810;12400006;15629715;15908796;11333986;12400006;12400006";10;Q14680;P30305
PCSK7;INHIBIT;CDC25B;Signor;11333986;1;Q16549;P30305
BRSK1;INHIBIT;CDC25B;"PhosphoSite;Signor;MIMP;HPRD;PhosphoPoint;phosphoELM";"15150265;16861915;15150265;12527891;15150265";5;Q8TDC3;P30305
BAG4;INHIBIT;TNFRSF1A;"Laudanna_effects;CancerCellMap;Laudanna_sigflow;BioGRID;HPRD;SPIKE;Macrophage";"18161752;10339421;9915703;9915703;11909948;9915703;12748303;10634209;9915703;11909948";10;O95429;P19438
KDM5B;INHIBIT;HIST1H3A;SPIKE;17909537;1;Q9UGL1;P68431
KDM5B;ACTIVATE;CBX4;"Signor;BioGRID";"19336002;23970103;19336002";3;Q9UGL1;O00257
KDM5B;ACTIVATE;PAX9;"HPRD;Signor;BioGRID";"12657635;12657635;17373667;17973255;12657635";5;Q9UGL1;P55771
MAP3K11;ACTIVATE;MAP2K7;"Laudanna_effects;HPRD;Laudanna_sigflow;PhosphoPoint;BioGRID;Wang;ACSN";"15001580;10187804;10187804";3;Q16584;O14733
MAPK8IP3;ACTIVATE;MAP2K7;"SignaLink3;Signor;HPRD;BioGRID;Wang;PhosphoPoint";"10629060;10629060;10629060;15767678;12189133;10629060;12189133";7;Q9UPT6;O14733
MAPK8IP2;ACTIVATE;MAP2K7;"SignaLink3;Laudanna_effects;Signor;Laudanna_sigflow;HPRD;BioGRID;Wang;PhosphoPoint;InnateDB";"10756100;10490659;9733513;10756100;10490659;10756100;10756100;10490659";8;Q13387;O14733
TAOK2;ACTIVATE;MAP2K7;"ACSN;SignaLink3;Signor";"10660600;10660600";2;Q9UL54;O14733
MAP3K10;ACTIVATE;MAP2K7;"ACSN;SignaLink3;Laudanna_effects;Laudanna_sigflow";9639556;1;Q02779;O14733
MAP3K13;ACTIVATE;MAP2K7;"SignaLink3;Laudanna_effects;Signor;Laudanna_sigflow;Wang;PhosphoNetworks";"11726277;11726277";2;O43283;O14733
MAP3K12;ACTIVATE;MAP2K7;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;PhosphoPoint";"10187804;10187804";2;Q12852;O14733
ZNF653;INHIBIT;NR5A1;"Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang";"12920234;12920234";2;Q96CK0;Q13285
NR0B1;INHIBIT;NR5A1;"HPRD;BioGRID;Wang;IntAct;InnateDB";"11713202;14963109;11459805;25416956;25416956;25416956;14963109";7;P51843;Q13285
EZH2;INHIBIT;HIST1H3A;"SPIKE;BioGRID";"15196462;18022353;16224021;16431907";4;Q15910;P68431
E2F2;ACTIVATE;EZH2;"ACSN;SPIKE";"14532106;18319725";2;Q14209;Q15910
CAMKK1;ACTIVATE;CLK1;"Wang;PhosphoNetworks";NA;0;Q8N5S9;P49759
MAP3K11;ACTIVATE;CAMKK1;"Wang;Laudanna_effects;Laudanna_sigflow;PhosphoNetworks";NA;0;Q16584;Q8N5S9
CAMKK1;ACTIVATE;PRKAA1;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;Signor;MIMP;Wang";21918180;1;Q8N5S9;Q13131
CAMK1;ACTIVATE;CAMKK1;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint";"10187789;9705275";2;Q14012;Q8N5S9
CAMKK1;ACTIVATE;CAMK4;"Laudanna_effects;PhosphoSite_dir;Laudanna_sigflow;PhosphoSite;HPRD;PhosphoSite_noref;dbPTM;PhosphoPoint;Signor;MIMP;Wang";"10770941;15769749;15143065;19506079;15769749;15143065;8702940;19506079;15143065;8702940;8621423;7615569;9705275";13;Q8N5S9;Q16566
CSNK2A2;ACTIVATE;CAMKK1;"Wang;Laudanna_effects;Laudanna_sigflow;PhosphoNetworks";NA;0;P19784;Q8N5S9
STK17A;ACTIVATE;CAMKK1;"Wang;Laudanna_effects;Laudanna_sigflow;PhosphoNetworks";NA;0;Q9UEE5;Q8N5S9
CAMK2G;ACTIVATE;CAMKK1;"Wang;Laudanna_effects;Laudanna_sigflow;PhosphoNetworks";NA;0;Q13555;Q8N5S9
SRPK2;ACTIVATE;CAMKK1;"Wang;Laudanna_effects;Laudanna_sigflow;PhosphoNetworks";NA;0;P78362;Q8N5S9
CLK2;ACTIVATE;CAMKK1;"Wang;Laudanna_effects;Laudanna_sigflow;PhosphoNetworks";NA;0;P49760;Q8N5S9
HIPK1;ACTIVATE;CAMKK1;"Wang;Laudanna_effects;Laudanna_sigflow;PhosphoNetworks";NA;0;Q86Z02;Q8N5S9
CAMKK1;ACTIVATE;PSPC1;"Wang;Laudanna_effects;Laudanna_sigflow;PhosphoNetworks";NA;0;Q8N5S9;Q8WXF1
HIPK4;ACTIVATE;CAMKK1;"Wang;Laudanna_effects;Laudanna_sigflow;PhosphoNetworks";NA;0;Q8NE63;Q8N5S9
DYRK4;ACTIVATE;CAMKK1;"Wang;Laudanna_effects;Laudanna_sigflow;PhosphoNetworks";NA;0;Q9NR20;Q8N5S9
NRBP2;ACTIVATE;CAMKK1;"Wang;Laudanna_effects;Laudanna_sigflow;PhosphoNetworks";NA;0;Q9NSY0;Q8N5S9
DCLK1;ACTIVATE;CAMKK1;"Wang;Laudanna_effects;Laudanna_sigflow;PhosphoNetworks";NA;0;O15075;Q8N5S9
COL18A1;ACTIVATE;ITGA5;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";11158588;1;P39060;P08648
COL18A1;ACTIVATE;GPC1;"Wang;Laudanna_effects;HPRD;Laudanna_sigflow";11336704;1;P39060;P35052
SUPT20H;ACTIVATE;ATG9A;"SPIKE;BioGRID";"19893488;19893488";2;Q8NEM7;Q7Z3C6
UHRF1;ACTIVATE;KAT5;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";"21045206;23677994;19800870";3;Q96T88;Q92993
PPP2CB;INHIBIT;CARD11;"DEPOD;Signor";"21157432;21157432";2;P62714;Q9BXL7
PML;ACTIVATE;KAT5;"SPIKE;BioGRID";"19150978;19150978";2;P29590;Q92993
MAPK3;ACTIVATE;PML;"PhosphoSite_dir;Signor;PhosphoSite;MIMP";"15093545;15093545";2;P27361;P29590
HDAC7;ACTIVATE;PML;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";"22155184;18463162";2;Q8WUI4;P29590
PML;ACTIVATE;ZFYVE9;"SignaLink3;Laudanna_effects;Signor;Laudanna_sigflow;HPRD;BioGRID;Wang;IntAct";"15356634;15356634;16916642;15356634;18511908;15356634";6;P29590;O95405
RNF4;ACTIVATE;PML;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";"19380586;21252943;15707587;18408734;24907272;22388745;24637324;23028697;18708055";9;P78317;P29590
BTK;ACTIVATE;STAT5B;"Wang;Laudanna_effects;Laudanna_sigflow;PhosphoNetworks";NA;0;Q06187;P51692
TEC;ACTIVATE;BTK;"PhosphoSite;Signor;HPRD-phos;MIMP;HPRD;PhosphoPoint";"12573241;12573241;16497976;8629002;12445832;8630736;11598012;12573241;8629002;12445832;8630736;11598012";12;P42680;Q06187
BTK;ACTIVATE;TEC;"PhosphoSite;Signor;PhosphoSite_dir;MIMP;HPRD;PhosphoSite_noref;PhosphoPoint;phosphoELM";"12573241;12573241;12573241;8629002;12445832;8630736;11598012";7;Q06187;P42680
BTK;ACTIVATE;BMX;"PhosphoSite;Laudanna_effects;Laudanna_sigflow;HPRD;PhosphoPoint;phosphoELM;Signor;MIMP;Wang;PhosphoNetworks";"12573241;12573241;11331870;12573241";4;Q06187;P51813
BTK;ACTIVATE;ITK;"PhosphoSite;Signor;MIMP;HPRD;PhosphoPoint;phosphoELM;PhosphoNetworks";"12573241;12573241;12573241;8629002;12445832;8630736;11598012";7;Q06187;Q08881
SYK;ACTIVATE;BTK;"Laudanna_effects;HPRD;Laudanna_sigflow;HPRD-phos;PhosphoSite;dbPTM;KEGG;PhosphoPoint;Signor;MIMP;Wang";"11226282;18083107;9012831;19369195;8630736;8629002;11226282;11598012;8630736;8629002;11226282;11598012;8630736";13;P43405;Q06187
BTK;ACTIVATE;SYK;"Laudanna_effects;HPRD;Laudanna_sigflow;Wang;PhosphoPoint";"8629002;11226282;11598012;8630736";4;Q06187;P43405
IBTK;INHIBIT;BTK;"Laudanna_effects;HPRD;Laudanna_sigflow;PhosphoPoint;IntAct;BioGRID;Wang;DOMINO";"11577348;18596081;11577348;21482705;11577348;11577348";6;Q9P2D0;Q06187
BTK;ACTIVATE;SRSF10;"Wang;PhosphoNetworks";NA;0;Q06187;O75494
BTK;ACTIVATE;SLC4A1AP;"Wang;Laudanna_effects;Laudanna_sigflow;PhosphoNetworks";NA;0;Q06187;Q9BWU0
FCER1G;ACTIVATE;BTK;"Laudanna_effects;Laudanna_sigflow;Wang;PhosphoPoint;IntAct";11788586;1;P30273;Q06187
MAD2L2;INHIBIT;CDC27;"Wang;Laudanna_effects;Laudanna_sigflow;IntAct";17719540;1;Q9UI95;P30260
PRCC;ACTIVATE;MAD2L2;"HPRD;Signor;BioGRID";"15218244;11717438;11717438";3;Q92733;Q9UI95
C1D;ACTIVATE;NR1D1;"Signor;BioGRID";"9405624;9405624";2;Q13901;P20393
NR2E3;ACTIVATE;NR1D1;"HPRD;Signor";"15190009;15190009";2;Q9Y5X4;P20393
COX5B;ACTIVATE;APAF1;"Wang;Laudanna_effects;Laudanna_sigflow;CA1";"9267021;9390557";2;P10606;O14727
HSPA4;INHIBIT;APAF1;"Wang;Laudanna_effects;BioGRID;Laudanna_sigflow";"10934467;22143029";2;P34932;O14727
ANP32A;ACTIVATE;APAF1;"Laudanna_effects;Wang;Laudanna_sigflow;ACSN;CA1";12522243;1;P39687;O14727
MYLK;ACTIVATE;MYL9;"Laudanna_effects;PhosphoSite;Laudanna_sigflow;Signor;MIMP;Wang;dbPTM";"19851336;21457715;17287340;18669648;11942626";5;Q15746;P24844
MTOR;INHIBIT;ATG13;"SignaLink3;Signor;ARN;ACSN;SPIKE;InnateDB";"19258318;19211835;19225151;19225151;19225151;19211837;19211835;19225151";8;P42345;O75143
RRAGC;INHIBIT;MTOR;"SignaLink3;Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;IntAct;InnateDB";"18497260;24337580;21981924;18497260;25446900";5;Q9HB90;P42345
PRKAA1;INHIBIT;MTOR;"Laudanna_effects;HPRD;Laudanna_sigflow;MIMP;Wang";14970221;1;Q13131;P42345
MTOR;ACTIVATE;RPS6KB2;"Laudanna_effects;HPRD;Laudanna_sigflow;ARN;ACSN;PhosphoPoint;phosphoELM;Signor;MIMP;Wang";"11914378;17510057;23486913;14560963;11733037";5;P42345;Q9UBS0
MTOR;ACTIVATE;CLIP1;"SignaLink3;Laudanna_effects;HPRD;Laudanna_sigflow;BioGRID;Wang;PhosphoPoint;InnateDB";"12231510;12231510;12231510;12231510";4;P42345;P30622
MTOR;ACTIVATE;EIF3B;"Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;ACSN;InnateDB";"21045808;18423201;16286006;16286006";4;P42345;P55884
RRAGB;INHIBIT;MTOR;"SignaLink3;Laudanna_effects;BioGRID;Laudanna_sigflow;Wang;InnateDB";"18497260;24337580;18497260";3;Q5VZM2;P42345
MTOR;INHIBIT;TFEB;Signor;22692423;1;P42345;P19484
